Type,Name,Rev,New Name,New Rev,Policy,State,Vault,Owner,description,clau,Designated User,CUSSignatureJD,CUSSignatureSH2,CUSSignatureSH,Access Type,Checkin Reason,Language,Is Version Object,Move Files To Version,Suspend Versioning,Title,Originator,CUSSignatureGYDate,CUSSignatureBZH,CUSSignatureGY,CUSSignatureBZHDate,CUSSignatureBZ,CUSSignatureBZDate,CUSSignaturePZ,CUSSignatureJD2,CUSSignatureJDDate,CUSSignatureJD2Date,CUSSignatureSH2Date,CUSSignatureSHDate,CUSSignaturePZDate,Version,ZTEDocCatagory,File Version,Version Date,Primary Key,Secondary Keys,CAD Type,ZTEResponsiblePerson,ZTEResponsibleDepartment
ZTENEWTZD,P-06-0321-2021,0,P-06-0321-2021,0,Document Release,RELEASED,eService Production,guo.qingfeng,关于6126BEVBS-M010、6126BEVBS-M011车型车外封板变更的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,6126BEVBS-M010、6126BEVBS-M011,guo.qingfeng,,,,,guo.qingfeng,2021/04/19,yao.cheng,,2021/04/19,,,2021/04/19,2021/04/20,,02CS,,,,,,,
ZTENEWTZD,31618361343971,1,31618361343971,1,Version,Exists,eService Production,deng.guofeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0108-2021?关于6555BEVB-L031加装OBU及更换导程屏的变更通知.docx,deng.guofeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0327-2021,0,P-06-0327-2021,0,Document Release,RELEASED,eService Production,chen.wenye,关于6128BEVCF-M009香港金沙前围蒙皮总成变更的技术通知,FALSE,Unassigned,du.peixuan,,li.feng,Inherited,,English,False,False,False,6128BEVCF-M009,chen.wenye,,,,,chen.wenye,2021/04/19,yao.cheng,,2021/04/19,,,2021/04/19,2021/04/20,,02CS,,,,,,,
ZTENEWTZD,121618801234800,1,121618801234800,1,Version,Exists,eService Production,chen.wenye,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6128BEVCF-M009香港金沙前围蒙皮总成变更的技术通知.docx,chen.wenye,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,331618811193392,1,331618811193392,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,附图4-(2+2车)中区双人座椅台架安装图.dwg,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,341618811193673,1,341618811193673,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,附图5-6128后五人座三人座椅台架安装图.dwg,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,351618811193720,1,351618811193720,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,附图6-6128后五人座双人座椅台架安装图.dwg,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,361618811193767,1,361618811193767,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,附图7-6128中区三人落地椅脚座椅台架安装图.dwg,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,371618811193813,1,371618811193813,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,附图8-6128中区三人座椅台架安装图.dwg,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0524-2021,0,P-06-0524-2021,0,Document Release,RELEASED,eService Production,liu.ru,关于6917BEVBF-M017韩电物料变更的通知,FALSE,Unassigned,teng.wenjie,,li.feng,Inherited,,English,False,False,False,6917BEVBF-M017,liu.ru,,,,,liu.ru,2021/06/04,yao.cheng,,2021/06/04,,,2021/06/04,2021/06/04,,02CS,,,,,,,
ZTENEWTZD,71622770537563,1,71622770537563,1,Version,Exists,eService Production,guo.qingfeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0526-2021 关于6126BEVBS-L070、6126BEVBS-M010、6126BEVBS-M011车型后尾舱封板变更的通知.docx,guo.qingfeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,51622769752093,1,51622769752093,1,Version,Exists,eService Production,luo.tao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0519-2021关于关于6121E6CF-M024、M025、M026、M027变更视听系统零部件厂家的通知.docx,luo.tao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0525-2021,0,P-06-0525-2021,0,Document Release,RELEASED,eService Production,yang.ping,关于6126BEVBS-M010（M011、M019、M020、M021、M033）双层巴士风道出风及中门轨迹板加强的通知,FALSE,Unassigned,yihang.cai,,li.feng,Inherited,,English,False,False,False,6126BEVBS-M010（M011、M019、M020、M021、M033）,yang.ping,,,,,yang.ping,2021/06/04,yao.cheng,,2021/06/04,,,2021/06/04,2021/06/04,,02CS,,,,,,,
ZTENEWTZD,21622768642077,1,21622768642077,1,Version,Exists,eService Production,xu.qiang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0185-2021关于6917BEVBF-M017韩电整改车身模块图纸及BOM的发放通知.docx,xu.qiang,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,201614069605293,1,201614069605293,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0096-2021关于6126BEVBS-L070(双层巴士)上层右侧座椅布置变更的通知20210223.docx,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0099-2021,0,P-06-0099-2021,0,Document Release,RELEASED,eService Production,lin.weipeng,关于6857BEVB-L068深巴升级后仓灭火器支架的通知,FALSE,Unassigned,wei.shuda,,zhu.jianming,Inherited,,English,False,False,False,6857BEVB-L068,lin.weipeng,,,,,lin.weipeng,2021/02/24,yao.cheng,,2021/02/24,,,2021/02/24,2021/02/25,,05DYDQ,,,,,,,
ZTENEWTZD,P-24-0198-2021,0,P-24-0198-2021,0,Document Release,IN_WORK,eService Production,zong.huasheng,关于捷联希腊 6859BEVBF1-M031 车型造型及内饰模块图纸和 BOM 清单的发放通知,FALSE,Unassigned,,,,Inherited,,English,False,False,False,6859BEVBF1-M031,zong.huasheng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0198-2021,0,P-24-0198-2021,0,Document Release,RELEASED,eService Production,wang.xinzheng,关于6859BEVBF1-M031（1台）车型整车图纸和BOM清单的发放通知,FALSE,Unassigned,,,zhang.lijiang,Inherited,,English,False,False,False,6859BEVBF1-S2M031,wang.xinzheng,,,,,wang.xinzheng,2021/06/04,yao.cheng,,,,,2021/06/04,2021/06/04,,01TY,,,,,,,
ZTENEWTZD,P-24-0199-2021,0,P-24-0199-2021,0,Document Release,RELEASED,eService Production,zong.huasheng,关于捷联希腊 6859BEVBF1-M031 车型造型及内饰模块图纸和 BOM 清单的发放通知,FALSE,Unassigned,,,yang.ping,Inherited,,English,False,False,False,6859BEVBF1-M031,zong.huasheng,,,,,zong.huasheng,2021/06/04,yao.cheng,,,,,2021/06/04,2021/06/04,,01TY,,,,,,,
ZTENEWTZD,P-06-0526-2021,0,P-06-0526-2021,0,Document Release,RELEASED,eService Production,guo.qingfeng,关于6126BEVBS-L070(M010、M011)车型后尾舱封板变更的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,6126BEVBS-L070（M010、M011）,guo.qingfeng,,,,,guo.qingfeng,2021/06/04,yao.cheng,,2021/06/04,,,2021/06/04,2021/06/04,,02CS,,,,,,,
ZTENEWTZD,91622771404885,1,91622771404885,1,Version,Exists,eService Production,zong.huasheng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0199-2021关于6859BEVBF1-M031希腊车造型及内饰模块图纸及BOM的发放通知.docx,zong.huasheng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0106-2021,0,P-06-0106-2021,0,Document Release,RELEASED,eService Production,mo.yi,关于布基纳法索6120E3CF1-L017前、后围变更的通知,FALSE,Unassigned,li.wei,,guo.hui,Inherited,,English,False,False,False,6120E3CF1-L017,mo.yi,,,,,mo.yi,2021/02/24,yao.cheng,,2021/02/24,,,2021/02/25,2021/02/25,,02CS,,,,,,,
ZTENEWTZD,381614155162329,1,381614155162329,1,Version,Exists,eService Production,mo.yi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0106-2021关于布基纳法索6120E3CF1-L017前、后围变更的通知.docx,mo.yi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0619-2021,0,P-06-0619-2021,0,Document Release,RELEASED,eService Production,chen.yukai,关于6121E6CF-M027、6121E6CF-M026、6121E6CF-M024左右侧围骨架总成和顶盖骨架总成变更的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,6121E6CF-M027、6121E6CF-M026、6121E6CF-M024,chen.yukai,,,,,chen.yukai,2021/07/03,yao.cheng,,2021/07/05,,,2021/07/06,2021/07/06,,02CS,,,,,,,
ZTENEWTZD,361610354783799,1,361610354783799,1,Version,Exists,eService Production,guo.qingfeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0023-2021关于6118BEVC1-L066、6118BEVC-L067顶盖骨架及后轮罩封板变更的通知20210111.docx,guo.qingfeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,471610360006826,1,471610360006826,1,Version,Exists,eService Production,liu.zhaowei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6857BEVB-3901-L068-随车工具.xls,liu.zhaowei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,451610359622241,1,451610359622241,1,Version,Exists,eService Production,lin.jiawei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0026-2021关于6859BEVB3-L046、L057增加手机盒U型胶条的通知.docx,lin.jiawei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,211610091407198,1,211610091407198,1,Version,Exists,eService Production,li.jun,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6555BEVB-L074-5.5米智能驾驶样车大件BOM清单发布的通知.docx,li.jun,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,221610091407448,1,221610091407448,1,Version,Exists,eService Production,li.jun,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6555BEVB-L074-5.5米智能驾驶样车大件BOM清单.xls,li.jun,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,241610100040330,1,241610100040330,1,Version,Exists,eService Production,dong.yajun,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-13-0064-2020 GTZ6127BEVBF  汇川辅驱四合一集成控制器技术协议V1.0_20201207.doc,dong.yajun,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,251610100040376,1,251610100040376,1,Version,Exists,eService Production,dong.yajun,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,汽车工程研究院用章审批表.xls,dong.yajun,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0018-2021,0,P-06-0018-2021,0,Document Release,RELEASED,eService Production,li.wei,关于广州20台车新增外摆门气控模块支架（电磁阀）的通知单,FALSE,Unassigned,mo.yi,,guo.hui,Inherited,,English,False,False,False,6118BEVC1-L066、6118BEVC-L067,li.wei,,,,,,,,,2021/01/10,,,2021/01/11,,,02CS,,,,,,,
ZTENEWTZD,P-13-0004-2021,0,P-13-0004-2021,0,Document Release,OBSOLETE,eService Production,liu.zhaowei,关于6857BEVB-L068集中润滑系统AR60的技术协议,FALSE,Unassigned,,,,Inherited,,English,False,False,False,6857BEVB-L068,liu.zhaowei,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,11610162416761,1,11610162416761,1,Version,Exists,eService Production,li.wei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0018-2021关于广州20台车新增外摆门气控模块支架（电磁阀）的通知单.docx,li.wei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,21610162458027,1,21610162458027,1,Version,Exists,eService Production,li.wei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6118BEVC-6000-GZ乘客门气控模块安装图.dwg,li.wei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-05-0005-2021,0,P-05-0005-2021,0,Document Release,RELEASED,eService Production,du.zhao,关于电泳试验结论及后续要求的通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,通用,du.zhao,,,,,du.zhao,2021/01/09,yao.cheng2,,,,,2021/01/09,2021/01/09,,06GY,,,,,,,
ZTENEWTZD,121609991296603,1,121609991296603,1,Version,Exists,eService Production,Test Everything,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,pdf.doc,Test Everything,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0020-2021,0,P-06-0020-2021,0,Document Release,RELEASED,eService Production,liu.zhaowei,关于6118BEVC1-L066、6118BEVC-L067后尾舱封板改制的技术通知,FALSE,Unassigned,guo.qingfeng,,lv.weiyong,Inherited,,English,False,False,False,6118BEVC1-L066、6118BEVC-L067,liu.zhaowei,,,,,,,,,2021/01/11,,,2021/01/11,,,03DP,,,,,,,
ZTENEWTZD,P-06-0021-2021,0,P-06-0021-2021,0,Document Release,RELEASED,eService Production,li.huayu,关于6126BEVBS-L070、6129BEVBF1-L072车原材料变更的通知,FALSE,Unassigned,chen.longzhen,,dong.xu,Inherited,,English,False,False,False,6126BEVBS-L070、6129BEVBF1-L072,li.huayu,,,,,,,,,2021/01/11,,,2021/01/11,,,06GY,,,,,,,
ZTENEWTZD,211610335792521,1,211610335792521,1,Version,Exists,eService Production,li.huayu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0021-2021关于6126BEVBS-L070、6129BEVBF1-L072车原材料变更的通知.docx,li.huayu,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,331610345667782,1,331610345667782,1,Version,Exists,eService Production,li.wei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6118BEVC-6000-GZ乘客门气控模块安装图.dwg,li.wei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0002-2021,0,P-24-0002-2021,0,Document Release,RELEASED,eService Production,zhao.rubang,关于6857BEVB-L068高压模块图纸及BOM清单下发的通知,FALSE,Unassigned,peng.jiang,,zhong.yunbing,Inherited,,English,False,False,False,6857BEVB-L068,zhao.rubang,,,,,zhao.rubang,2021/01/11,meng.shuxing,,2021/01/11,,,2021/01/11,2021/01/12,,04GYDQ,,,,,,,
ZTENEWTZD,231610097753128,1,231610097753128,1,Version,Exists,eService Production,Test Everything,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,08_用户维护审核人员清单.pptx,Test Everything,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,51610173183918,1,51610173183918,1,Version,Exists,eService Production,Test Everything,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,08_用户维护审核人员清单.pptx,Test Everything,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,61610174150987,1,61610174150987,1,Version,Exists,eService Production,cai.neng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,PDM.md,cai.neng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,191610180788338,1,191610180788338,1,Version,Exists,eService Production,du.zhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,附表1：管材电泳试验过程记录表.xlsx,du.zhao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0019-2021,0,P-06-0019-2021,0,Document Release,RELEASED,eService Production,peng.jiang,关于6118BEVC-L065、6118BEVC1-L066车型后仓新增开空调下水管和DCDC开孔的通知,FALSE,Unassigned,zhao.rubang,,zhong.yunbing,Inherited,,English,False,False,False,61186118BEVC-L065、6118BEVC1-L066,peng.jiang,,,,,,,,,2021/01/12,,,2021/01/12,,,04GYDQ,,,,,,,
ZTENEWTZD,301610345432015,1,301610345432015,1,Version,Exists,eService Production,peng.jiang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0019-2021_关于广州20台车后仓开空调下水管的通知单_20210109.docx,peng.jiang,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0023-2021,0,P-06-0023-2021,0,Document Release,RELEASED,eService Production,guo.qingfeng,关于6118BEVC1-L066、6118BEVC-L067顶盖骨架及后轮罩封板变更的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,6118BEVC1-L066、6118BEVC-L067,guo.qingfeng,,,,,,,,,2021/01/11,,,2021/01/12,,,02CS,,,,,,,
ZTENEWTZD,481632650754553,1,481632650754553,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6555BEVB-5102-L074地板内饰总成BOM清单.xls,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0026-2021,0,P-06-0026-2021,0,Document Release,RELEASED,eService Production,lin.jiawei,关于6859BEVB3-L046/L057增加手机盒U型胶条的通知,FALSE,Unassigned,zhu.jianming,,huang.jianchao,Inherited,,English,False,False,False,6859BEVB3-L046/L057,lin.jiawei,,,,,,,,,2021/01/11,,,2021/01/11,,,05DYDQ,,,,,,,
ZTENEWTZD,391610358038529,1,391610358038529,1,Version,Exists,eService Production,zhao.rubang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0002-2021 关于6857BEVB-L068高压模块图纸及BOM清单下发的通知20210111.docx,zhao.rubang,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0001784,0,DOC-0001784,0,Document Release,FROZEN,eService Production,du.peixuan,关于高宝车型扫描点云数据项目交付证明的用章申请,FALSE,Unassigned,,,,Inherited,,English,False,False,False,产品开发部,du.peixuan,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,411610358524920,1,411610358524920,1,Version,Exists,eService Production,du.peixuan,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,20210111050814790.pdf,du.peixuan,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0001785,0,DOC-0001785,0,Document Release,IN_WORK,eService Production,liu.zhaowei,随车工具及附件,FALSE,Unassigned,,,,Inherited,,English,False,False,False,6857BEVB-L068,liu.zhaowei,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,201610180913402,1,201610180913402,1,Version,Exists,eService Production,du.zhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,管材电泳试验报告0108.docx,du.zhao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,231610186078385,1,231610186078385,1,Version,Exists,eService Production,du.zhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0005-2021关于电泳试验结论及后续要求的通知.docx,du.zhao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,21610413555747,1,21610413555747,1,Version,Exists,eService Production,du.peixuan,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于高宝车型外观三维扫描项目交付的用章申请.xls,du.peixuan,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-13-0006-2021,0,P-13-0006-2021,0,Document Release,IN_WORK,eService Production,xu.haobin,关于上海同驭线控电子液压制动系统（EHB）和电子驻车制动系统（EPB）12V技术协议,FALSE,Unassigned,,,,Inherited,,English,False,False,False,6555BEVB,xu.haobin,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,P-13-0007-2021,0,P-13-0007-2021,0,Document Release,IN_WORK,eService Production,xu.haobin,关于北京奥特尼克智能电液转向系统总成IEHS35617153技术协议,FALSE,Unassigned,,,,Inherited,,English,False,False,False,GTZ6107BEVB3,xu.haobin,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,DOC-0001787,0,DOC-0001787,0,Document Release,IN_WORK,eService Production,liang.youying,整车参数,FALSE,Unassigned,,,,Inherited,,English,False,False,False,整车参数,liang.youying,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,51610430102530,1,51610430102530,1,Version,Exists,eService Production,liang.youying,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6857BEVB-L068整车参数.xlsx,liang.youying,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,71610431635367,1,71610431635367,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6716BEVB-L062、6716BEVB-L063深巴冷却系统支架焊接总成由底盘厂带改为自制的技术变更(P-06-0025-2021).docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0027-2021,0,P-06-0027-2021,0,Document Release,RELEASED,eService Production,lin.jiawei,关于6859BEVB3-L046/L057增加485过渡线的通知,FALSE,Unassigned,lin.weipeng,,huang.jianchao,Inherited,,English,False,False,False,6859BEVB3-L046/L057,lin.jiawei,,,,,,,,,2021/01/12,,,2021/01/12,,,05DYDQ,,,,,,,
ZTENEWTZD,P-06-0028-2021,0,P-06-0028-2021,0,Document Release,RELEASED,eService Production,guo.qingfeng,关于6127车工房顶盖蒙皮增加水管套筒的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,P-06-0028-2021,guo.qingfeng,,,,,,,,,2021/01/13,,,2021/01/13,,,02CS,,,,,,,
ZTENEWTZD,P-05-0006-2021,0,P-05-0006-2021,0,Document Release,RELEASED,eService Production,xu.haobin,关于GTZ6555BEVB-L074样车采购EHB和EPB的通知。,FALSE,Unassigned,li.xiaowei,,zhang.yanmei,Inherited,,English,False,False,False,GTZ6555BEVB-L074,xu.haobin,,,,,xu.haobin,2021/01/14,meng.shuxing,,2021/01/15,,,2021/01/15,2021/01/15,,03DP,,,,,,,
ZTENEWTZD,231610337914565,1,231610337914565,1,Version,Exists,eService Production,liu.zhaowei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0020-2021关于6118BEVC1-L066、6118BEVC-L067后尾舱封板改制的技术通知.pdf,liu.zhaowei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,241610344296540,1,241610344296540,1,Version,Exists,eService Production,li.huayu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6857BEVB外用模具开发需求申请单.pdf,li.huayu,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0022-2021,0,P-06-0022-2021,0,Document Release,RELEASED,eService Production,du.zhao,关于6118BEVCF(HWMO11-0003T)车身面漆变更的技术通知,FALSE,Unassigned,li.huayu,,dong.xu,Inherited,,English,False,False,False,6118BEVCF,du.zhao,,,,,,,,,2021/01/11,,,2021/01/11,,,06GY,,,,,,,
ZTENEWTZD,251610344589073,1,251610344589073,1,Version,Exists,eService Production,du.zhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0022-2021关于6118BEVCF(HWMO11-0003T)车身面漆变更的技术通知.docx,du.zhao,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,261610344589135,1,261610344589135,1,Version,Exists,eService Production,du.zhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6118BEVCF-19012车型-面漆辅料总成（变更）-BOM清单.xlsx,du.zhao,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,P-06-0018-2021,1,P-06-0018-2021,1,Document Release,RELEASED,eService Production,li.wei,关于广州20台车新增外摆门气控模块支架（电磁阀）的通知单,FALSE,Unassigned,mo.yi,,guo.hui,Inherited,,English,False,False,False,6118BEVC1-L066、6118BEVC-L067,li.wei,,,,,,,,,2021/01/10,,,2021/01/11,,,02CS,,,,,,,
ZTENEWTZD,311610345553907,1,311610345553907,1,Version,Exists,eService Production,li.wei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0018-2021关于广州20台车新增外摆门气控模块支架（电磁阀）的通知单.docx,li.wei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,341610345862705,1,341610345862705,1,Version,Exists,eService Production,li.huayu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,附表1：管材电泳试验过程记录表.pdf,li.huayu,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0024-2021,0,P-06-0024-2021,0,Document Release,RELEASED,eService Production,zhu.jianming,关于20台6118BEVC1-L066/6118BEVC-L067机场大巴车增加过渡线束的通知单,FALSE,Unassigned,wei.shuda,,huang.jianchao,Inherited,,English,False,False,False,6118BEVC1-L066/6118BEVC-L067,zhu.jianming,,,,,,,,,2021/01/12,,,2021/01/13,,,05DYDQ,,,,,,,
